Question,Answer
* Türkiye'de lisansüstü öğrencilerinin yarıyıldan sonra programa devam edebilmesi için hangi ek başarı koşulları belirlenebilir?,"Metinde Türkiye'de lisansüstü öğrencilerinin yarıyıldan sonra programa devam edebilmesi için gerekli ek başarı koşulları belirlenebileceği belirtiliyor fakat bu koşulların neler olduğu açıkça belirtilmemiş. 

Ancak metnin 34. maddesinin 7. fıkrasından, yükseköğretim kurumlarının öğrencinin herhangi bir yarıyıldan sonra programına devam edebilmesi için gerekli ek başarı koşullarını belirleyebileceği anlaşılıyor. Bu koşullar, üniversitelerin kendi senatoları tarafından belirlenir ve her üniversite kendi özel koşullarını belirleyebilir. 

Bu koşullar, örneğin öğrencinin ders başarı ortalaması, katılım oranı, araştırma faaliyetleri, veya danışmanının raporu gibi faktörlere bağlı olabilir. 

Bu konuda daha detaylı bilgi almak için öğrencinin kayıtlı olduğu üniversitenin lisansüstü eğitim yönetmeliğini incelemesi gerekmektedir."
"* Türkiye'de lisansüstü programlara ""Kayıt Kesinleşmesi"" için hangi koşullar aranır?","Metinde, lisansüstü programlara kayıt kesinleşmesi için gereken koşulların ""senato tarafından kabul edilen yönetmelikle belirlendiği"" belirtiliyor. Yani, hangi üniversitede lisansüstü eğitime başvuruyorsanız, o üniversitenin senatosunun belirlediği yönetmeliğe göre kayıt kesinleşmesi için gerekli koşullar değişiyor.

Bu koşullar genellikle şunları içerir:

* **Lisans derecesi**: Lisansüstü programa kabul edilmek için lisans derecesine sahip olmak genellikle zorunludur. Bu derece, programa kabul edilmek istenen alanda veya ilgili bir alanda olmalıdır.
* **Başvuru belgeleri**: Başvuru sahiplerinden genellikle başvuru formu, transkript, referans mektupları, özgeçmiş, motivasyon mektubu ve bazen de dil sınavı sonuçları gibi belgeler istenir.
* **Akademik başarı**: Genellikle lisans not ortalamasının belirli bir düzeyde olması gerekir. Bazı programlar için ayrıca GRE veya GMAT gibi standart sınavlardan alınan puanlar da istenebilir.
* **Yabancı dil**: Bazı programlar için yabancı dil yeterliliği belgesi istenebilir. Bu genellikle TOEFL veya IELTS gibi sınavlardan alınan puanlarla belgelenir.
* **Araştırma deneyimi**: Bazı programlar için araştırma deneyimi veya tez çalışması deneyimi gibi özel koşullar da aranabilir.

Bu koşullar programa ve üniversiteye göre değişiklik gösterebilir. Kayıt kesinleşmesi için gereken tüm koşullar hakkında bilgi edinmek için başvurmayı düşündüğünüz üniversitenin web sitesini ziyaret etmenizi öneririm."
"* Türkiye'de lisansüstü programların ""Öğretim Planları"" hangi aşamalarla oluşturulur?","Metinde bahsedilen lisansüstü programların ""Öğretim Planları"" aşağıdaki aşamalarla oluşturulur:

1. **Enstitü Anabilim/Anasanat Dallarında Hazırlama:** Her enstitü anabilim/anasanat dalı, kendi alanına özgü olarak ders programları, tez, seminer ve benzeri çalışmaları, kredi toplamları gibi öğretim planı unsurlarını belirler.

2. **Enstitü Kurulu Görüşmesi ve Onayı:** Hazırlanan öğretim planları, ilgili enstitü kurulunda görüşülür ve onaylanır. 

3. **Üniversite Senatosunun Onayı:**  Enstitü kurulunun onayladığı öğretim planları, Üniversite Senatosunun belirlediği asgari muhtevaya uygunluğunu kontrol etmek üzere Senato tarafından da incelenir ve onaylanır. 

4. **Yükseköğretim Kurulunun Yeterlilik Çerçevesi Uygulaması:** Oluşturulan öğretim planları, Yükseköğretim Kurulu tarafından ilgili programın yer aldığı diploma düzeyi ve alan için belirlenen Türkiye Yükseköğretim Yeterlilikler Çerçevesi'ne uygun olup olmadığı da değerlendirilir.

5. **AKTS Kredilerinin Belirlenmesi:** Öğretim planlarında, derslerin AKTS kredileri, Yükseköğretim Kurulu tarafından belirlenen ilkeler çerçevesinde hesaplanır. 

6. **Yarıyıl Derslerinin Belirlenmesi:** Her yarıyıl hangi lisansüstü derslerin açılacağı, enstitü anabilim/anasanat dalları başkanlarının önerisi üzerine enstitü yönetim kurulu tarafından belirlenir.

Bu aşamaların sonunda oluşturulan öğretim planları, ilgili enstitü anabilim/anasanat dalında uygulanmaya başlar."
"* Türkiye'de lisansüstü programların ""Ders Sınavları"" nasıl yapılır?","Bu metinde lisansüstü programlarda ders sınavlarının nasıl yapıldığına dair net bir bilgi bulunmuyor. Ancak, metnin 34. maddesinde, lisansüstü programlarda devam, ders sınavları, ders notları, derslerden başarılı sayılma koşulları, ders tekrarı ve diğer esasların senato tarafından kabul edilen yönetmelikle belirlendiği belirtiliyor.

Yani, Türk eğitim sisteminde lisansüstü programlarda ders sınavlarının nasıl yapıldığına dair özel bir düzenleme mevcut. Bu düzenlemeler, üniversitelerin senatoları tarafından belirleniyor ve senato tarafından kabul edilen yönetmelikler ile yürürlüğe giriyor.

Bu nedenle, lisansüstü programlarda ders sınavlarının nasıl yapıldığına dair daha detaylı bilgi için ilgili üniversitenin senatosunun belirlediği yönetmeliklere bakmanız gerekiyor."
"* Türkiye'de ""Yükseköğretim Kurulu"" lisansüstü programlarla ilgili hangi düzenlemeleri yapar?","Metinde belirtilen bilgilere göre Türkiye'de ""Yükseköğretim Kurulu"" lisansüstü programlarla ilgili aşağıdaki düzenlemeleri yapar:

* **Yükseköğretim Kurulu (YÖK)**, lisansüstü programlara hangi lisans ve yüksek lisans programlarından mezun olanların başvurabileceğini belirler. Gerektiğinde **Üniversitelerarası Kurul'un görüşünü alarak** bu konuda karar verir. 
* **YÖK**, yabancı uyruklu adaylar ile lisans eğitimlerini yurt dışında tamamlamış olan Türkiye Cumhuriyeti vatandaşı adayların lisansüstü programlara kabulü için gerekli olan koşulları belirler.
* **YÖK**, sınavlarda sorulacak soruların hazırlanması, soru bankasının oluşturulması ve şifrelenmesi, sınav sorularının kağıt ortamında veya elektronik ortamda saklanması ile sınav güvenliğinin sağlanmasına ilişkin ilkeleri belirler.
* **YÖK**, bilimsel araştırma ve faaliyetlerin hizmetine sunulmak üzere sanatta yeterlik tezinin bir kopyasının elektronik ortamda Yükseköğretim Kurulu Başkanlığına gönderilmesini sağlar.
* **YÖK**, Türkiye Yükseköğretim Yeterlilikler Çerçevesine göre lisansüstü programların kredi veya AKTS kredisine göre oluşturulmasında dikkate alınacak hususları belirler.
* **YÖK**, lisansüstü programlarda alınması gereken zorunlu/seçmeli dersler, tez, seminer ve benzeri çalışmaları ile kredi toplamları ile ilgili asgari muhtevayı belirler.

Metinde YÖK'ün lisansüstü programlarla ilgili daha detaylı düzenlemeler yaptığına dair bilgi verilmemiş olsa da, genel olarak lisansüstü eğitimin yönetimi ve düzenlenmesi konusunda belirleyici bir role sahip olduğu anlaşılıyor."
"* Türkiye'de ""Üniversitelerarası Kurul"" lisansüstü programlarla ilgili hangi görevleri üstlenir?","Metinde Üniversitelerarası Kurul'un lisansüstü programlarla ilgili bir görevi belirtiliyor. Bu görev, yabancı uyruklu adayların veya lisans eğitimini yurt dışında tamamlayan Türkiye Cumhuriyeti vatandaşı adayların lisansüstü programlara başvuru koşullarının belirlenmesi durumunda **görüşünün alınması**dır. 

Ancak metinde Üniversitelerarası Kurulun lisansüstü programlarla ilgili diğer görevleri belirtilmemiş. Bu nedenle, ""Üniversitelerarası Kurul""un lisansüstü programlarla ilgili diğer görevlerini belirlemek için daha fazla bilgiye ihtiyaç duyuluyor."
1. Yüksek lisans ve doktora programlarına başvuru şartlarını kim belirler?,"Yüksek lisans ve doktora programlarına başvuru şartlarını belirleyen kurum, **Yükseköğretim Kurulu (YÖK)**'tür.

Ancak Yükseköğretim Kurulu, bazı durumlarda **üniversitelerin senatolarına** da yetki verebilir. 

Örneğin,  hangi lisans ve yüksek lisans programlarından mezun olanların lisansüstü programlara başvurabileceği **senatolar** tarafından belirlenir. YÖK, sadece ""gerek görülmesi durumunda"" ve **Üniversitelerarası Kurulun görüşünü alarak** bu konuda karar verebilir.

Dolayısıyla, yüksek lisans ve doktora programlarına başvuru şartlarının belirlenmesinde YÖK, senatolar ve Üniversitelerarası Kurul gibi farklı kurumların rolü vardır."
2. Lisansüstü programlara yabancı uyruklu adayların kabulüyle ilgili usul ve esaslar kim tarafından belirlenir?,"Sorunuza göre, **yabancı uyruklu adayların lisansüstü programlara kabulüyle ilgili usul ve esaslar, yükseköğretim kurumlarının senatoları tarafından belirlenir.** 

Yönetmeliğin 35. maddesinin 2. fıkrasında bu bilgi açıkça belirtilmiştir: 

""(2) Yabancı uyruklu adaylarla lisans eğitiminin tamamını yurt dışında tamamlayan Türkiye Cumhuriyeti vatandaşı adayların lisansüstü programlara kabulüne ilişkin usul ve esaslar, yükseköğretim kurumlarının senatoları tarafından belirlenir."" 

Bu, her yükseköğretim kurumunun kendi senatosunun yabancı uyruklu adayların kabulü için kendi kurallarını ve prosedürlerini belirleyebileceği anlamına gelir. Ancak, Yükseköğretim Kurulu, gerek görüldüğü takdirde Üniversitelerarası Kurulun görüşünü alarak bu konuda genel çerçeveyi belirleyebilir."
3. Tezli yüksek lisans ve doktora programları için öğretim üyesi başına düşen tez danışmanlığı sayısı kaçtır?,"Metinde belirtildiğine göre, Türk eğitim sistemi içerisinde **tezli yüksek lisans ve doktora programları için öğretim üyesi başına düşen tez danışmanlığı sayısı en fazla 14'tür.** 

Yönetmeliğin 35. maddesinin 3. fıkrasında bu konu ele alınmaktadır."
"4. Üniversiteler, Yükseköğretim Kurulu tarafından açılmasına izin verilen lisansüstü programları hangi şartlarda başka illerde sürdüremez?","Sorunuzun cevabı **Yükseköğretim Kurulu (YÖK)** tarafından belirlenmiş kurallar çerçevesinde verilmelidir. 

YÖK, yükseköğretim kurumlarının lisansüstü programlarını **rektörlüğünün bulunduğu il dışında** sürdürmelerini yasaklamıştır. Yani, bir üniversite, rektörlüğünün bulunduğu il dışında yeni bir kampüs açsa bile, o kampüste lisansüstü program açabilmesi için YÖK'ten özel izin alması gerekir.

**Bu kuralın sebepleri şu şekilde olabilir:**

* **Eğitim kalitesini sağlama:** Rektörlüğün bulunduğu ilde yoğunlaşan kaynaklar ve akademik kadro, lisansüstü eğitimin kalitesini daha iyi sağlamaya yardımcı olabilir.
* **Yönetim kolaylığı:** Rektörlüğün bulunduğu ilde lisansüstü programların yönetilmesi daha kolay olabilir.
* **Uygulamada sorunlar:** Rektörlüğün bulunduğu il dışında açılan lisansüstü programlarda çeşitli uygulamalarda sorunlar yaşanabilir.

Bu nedenle, üniversitelerin lisansüstü programları **rektörlüğünün bulunduğu ilde** açmaları ve sürdürmeleri zorunludur."
"5. Öğretmen yetiştirme alanlarındaki lisansüstü programlara kabul, değerlendirme ve verilecek diplomalara ilişkin usul ve esaslar kim tarafından belirlenir?","Bu soruya göre, **Yükseköğretim Kurulu**, öğretmen yetiştirme alanlarındaki lisansüstü programlara kabul, değerlendirme ve verilecek diplomalara ilişkin usul ve esasları belirler. Gerektiğinde **Milli Eğitim Bakanlığı'nın görüşü** de alınır. 

Yönetmelik metninin 35. maddesinin 5. fıkrası bunu açıkça belirtiyor."
"6. Tezsiz yüksek lisans programları hariç, aynı anda birden fazla lisansüstü programa kayıt yaptırılabilir mi?","Hayır, Türk eğitim sisteminde tezsiz yüksek lisans programları hariç, aynı anda birden fazla lisansüstü programa kayıt yaptırılamaz ve devam edilemez.  Bu bilgi, Yükseköğretim Kurulu tarafından çıkarılan ve lisansüstü eğitimi düzenleyen Yönetmelik'in 35. maddesinin 6. fıkrasında belirtilmiştir."
7. Tıpta ve diş hekimliğinde uzmanlık eğitimleri hangi yönetmeliğe göre yürütülür?,"Sorunuzun cevabı, metinde açıkça belirtiliyor: **Tıpta ve diş hekimliğinde uzmanlık eğitimleri 26/4/2014 tarihli ve 28983 sayılı Resmî Gazete'de yayımlanan Tıpta ve Diş Hekimliğinde Uzmanlık Eğitimi Yönetmeliği'ne göre yürütülür.**"
"8. Yükseköğretim kurumları, afet ve salgınlarda tez aşamasındaki lisansüstü öğrencilerine ne kadar ek süre verebilir?","Sorunuzun cevabı **Yükseköğretim Kurumları Lisansüstü Eğitim ve Öğretim Yönetmeliği'nin 35. maddesinin 8. fıkrasında** yer almaktadır. Buna göre, yükseköğretim kurumları, afet ve salgınlarda tez aşamasındaki lisansüstü eğitim öğrencilerine talepleri halinde **bir dönem, afet veya salgının aşamasına göre tekrar başvurmaları durumunda bir dönem daha olmak üzere en fazla iki dönem ek süre verebilir**. Bu ek süreler, öğrencinin tez çalışması için belirlenen azami süreden sayılmaz. 

Yani, örneğin, bir öğrenci afet veya salgın nedeniyle tezinin teslim tarihini uzatmak için başvurursa, yükseköğretim kurumu ona en fazla iki dönem ek süre verebilir."
9. 1/7/1996 tarihli ve 22683 sayılı Resmî Gazete’de yayımlanan Lisansüstü Eğitim ve Öğretim Yönetmeliği ne zaman yürürlükten kalktı?,"Metindeki bilgiye göre,  1/7/1996 tarihli ve 22683 sayılı Resmî Gazete’de yayımlanan Lisansüstü Eğitim ve Öğretim Yönetmeliği, **20/4/2016 tarihli ve 29690 sayılı Resmî Gazete'de yayımlanan yeni Lisansüstü Eğitim ve Öğretim Yönetmeliği'nin yürürlüğe girmesiyle yürürlükten kalkmıştır.**"
10. Bu Yönetmelikle getirilen hükümlerin uygulaması ne zaman başlar?,"Bu Yönetmelik ile getirilen hükümlerin uygulaması, **Yönetmeliğin yürürlüğe girdiği tarihten itibaren** başlar. Bu tarih **20/4/2016**'dır.  

Yönetmelikte belirtilen bazı hükümler için geçici uygulamalar belirtilmiş olsa da, genel olarak bu tarihten sonra lisansüstü eğitimin tüm aşamaları bu Yönetmelik çerçevesinde yürütülür."
11. Yönetmeliğin yayımı tarihinden önce aynı anda birden fazla lisansüstü programa kayıtlı olan öğrenciler hakkında hangi madde uygulanmaz?,"Yönetmeliğin 35. maddesinin 6. fıkrası, aynı anda birden fazla lisansüstü programa kayıt yaptırılamayacağını ve devam edilemeyeceğini belirtiyor. 

Bu sorunun cevabı ise **Yönetmeliğin 35. maddesinin 6. fıkrası** olacaktır. 

Yönetmeliğin Geçiş Hükümleri bölümünde de belirtildiği gibi, **yönetmeliğin yayımlanma tarihinden önce** aynı anda birden fazla programa kayıtlı olan öğrenciler için bu kural uygulanmıyor."
12. 6/2/2013 tarihinden önce tezsiz yüksek lisans programlarına kayıtlı olan öğrenciler hangi programa başvurabilir?,"Metinde belirtildiği üzere, **6/2/2013 tarihinden önce tezsiz yüksek lisans programlarına kayıtlı olan veya mezun olan öğrenciler doktora programlarına başvurabilirler.**"
13. 2020-2021 eğitim-öğretim yılından önce lisansüstü programlara özel öğrenci olarak kabul edilen öğrencilere hangi madde uygulanır?,"Bu soruya verilecek cevap, Yükseköğretim Kurulu tarafından yayınlanan Lisansüstü Eğitim ve Öğretim Yönetmeliği'nin Geçiş Hükümleri bölümünde yer almaktadır.

**Doğru cevap:**  2020-2021 eğitim-öğretim yılından önce lisansüstü programlara özel öğrenci olarak kabul edilen öğrencilere Yönetmeliğin **31 inci maddesinin birinci fıkrasının değişiklikten önceki hükmü uygulanır.**

**Bu hükmün hangi değişikliğe göre uygulanacağı, Yönetmeliğin 35 inci maddesinin üçüncü fıkrasının 2020 - 2021 eğitim - öğretim yılından itibaren uygulanması gerektiği belirtilen 22/11/2019 tarihli ve 30956 sayılı Resmi Gazete'de yayımlanan değişiklikten kaynaklanmaktadır.**

Ancak, bu hükmün tam olarak ne olduğu, Yönetmeliğin 31 inci maddesinin birinci fıkrasının değişiklikten önceki halinin ne olduğu belirtilmemiş. Bu nedenle, tam ve net bir cevap için Yönetmeliğin 31 inci maddesinin birinci fıkrasının değişiklikten önceki halini araştırmalısınız."
14. Yönetmeliğin 35 inci maddesinin üçüncü fıkrası hangi yıldan itibaren uygulanır?,"Yönetmeliğin 35. maddesinin üçüncü fıkrası **2020-2021 eğitim-öğretim yılından itibaren** uygulanır. Bu, Yönetmelikteki ""Geçiş hükümleri"" bölümünde belirtilen bir maddedir."
15. Küresel salgın nedeniyle ALES puanına ilişkin şart ne zaman uygulanmaz?,"Metinde belirtildiği üzere, küresel salgın nedeniyle **ALES puanına ilişkin şart 2/1/2021 tarihine kadar uygulanmaz.** Bu, 2021 yılının 2 Ocak tarihine kadar ALES sınavına girme zorunluluğunun olmadığını gösterir."
16. Bu Yönetmeliğin yürürlüğe girme tarihi nedir?,"Metinde belirtilen Yönetmeliğin yürürlüğe girme tarihi **20 Nisan 2016**'dır. Bu bilgi metnin son bölümünde ""Yönetmeliğin Yayımlandığı Resmî Gazete’nin Tarihi Sayısı"" başlığı altında yer almaktadır."
17. Bu Yönetmeliğin hükümlerini kim yürütür?,"Bu sorunun cevabı metnin 38. maddesinde bulunuyor. Buna göre, **Yükseköğretim Kurulu Başkanı** bu Yönetmelik hükümlerini yürütür."
